종목코드,종목명,시장구분,시가총액,PER,20D_Avg_Trading_Val,OPM(%),ROA(%),ROE(%),PBR,F_Score,기준보고서,OPM_trend,ROA_trend,ROE_trend,PBR_trend,PER_trend,연도_5y,매출액_5y,영업이익_5y,경상이익_5y,경상이익률_5y,CFO_5y,CFI_5y,CFF_5y,FCF_5y,부채비율_5y,당좌비율_5y,이자보상배율_5y,유보율_5y,매출성장률_5y,매출채권회전율_5y,재고자산회전율_5y,업종매칭_ECOS코드,업종매칭명,매출채권회전율_업계평균,재고자산회전율_업계평균,ROIC(%),매출액_최근분기YoY(%),영업이익_최근분기YoY(%),연구개발비율(%),R&D최소기준(%)
259630,엠플러스,KOSDAQ,111834923400,4.29,736440844.0,13.11,10.8,22.12,0.96,6,2026-08-14,"[7.02, 7.84, 13.34, 13.11]","[6.25, 3.75, 8.55, 10.8]","[26.98, 12.98, 20.23, 22.12]","[1.9, 1.11, 1.42, 0.96]","[7.05, 8.57, 7.0, 4.32]","[2021, 2022, 2023, 2024, 2025]","[76481804767, 116611603644, 340051608007, 128744388506, 184211329846]","[-14018699827, -9856864630, 23880060108, 10091396762, 24565260931]","[-12044890071, -20980586546, 23677440108, 12619219915, 23482308766]","[-15.75, -17.99, 6.96, 9.8, 12.75]","[-13242476163, -36047578360, 110578614318, -20387135344, 62139032502]","[-2716292120, -11343552160, -21360459406, -22871720326, -9462968316]","[17569560222, 54503271429, -25220886979, 11349218351, -31286043232]","[-15958768283, -47391130520, 89218154912, -43258855670, 52676064186]","[243.71, 469.27, 331.96, 246.14, 136.71]","[40.94, 29.7, 59.93, 69.46, 99.98]","[-34.11, -7.26, 16.89, 7.04, 15.15]","[106.97, 358.42, 679.48, 835.63, 1141.42]","[-51.76, 52.47, 191.61, -62.14, 43.08]","[1.74, 2.95, 7.48, 3.92, 13.73]","[1.1, 0.77, 1.91, 0.92, 1.73]",C292,C292 특수 목적용 기계,4.79,5.0,57.72,-46.26,-67.01,,5.0
366030,나인앤컴퍼니,KOSDAQ,111570211250,6.65,397149301.75,13.13,16.33,17.93,1.19,5,2026-08-14,"[19.83, 16.25, 15.11, 13.13]","[14.45, 9.2, 8.39, 16.33]","[15.2, 9.98, 8.99, 17.93]","[2.11, 1.07, 1.44, 1.19]","[13.88, 10.77, 16.06, 6.66]","[2021, 2022, 2023, 2024, 2025]","[47319807509, 58686880114, 53009477352, 49860402968, 45044252491]","[10327067405, 12661735582, 10512863283, 8102118530, 6804511850]","[10427706987, 13332932620, 12113193451, 9981317549, 9546978682]","[22.04, 22.72, 22.85, 20.02, 21.19]","[8223310892, 10510205187, 10196860233, 9869724466, 6399934746]","[-12557146248, -26047699478, 5515509090, 10711954991, -3892478063]","[-3307200000, 19879901665, -3850513967, -3679105426, -3066086624]","[-4333835356, -15537494291, 15712369323, 20581679457, 2507456683]","[16.34, 6.58, 5.15, 8.49, 7.21]","[381.6, 1157.77, 1554.53, 1195.73, 1638.89]","[0.0, 0.0, 0.0, 3909.76, 2221.47]","[10609.47, 2534.63, 2797.99, 3024.26, 3263.27]","[44.78, 24.02, -9.67, -5.94, -9.66]","[42.89, 42.65, 37.19, 32.03, 27.15]","[10.88, 8.69, 6.56, 5.87, 5.24]",C14,"C14 의복, 의복액세서리 및 모피제품",9.45,4.78,5.92,5.11,-21.68,1.03,5.0
090850,현대이지웰,KOSDAQ,111265619850,7.0,548621001.75,13.59,6.46,14.57,0.98,5,2026-08-14,"[15.55, 15.45, 16.96, 13.59]","[-0.27, 5.29, 9.93, 6.46]","[-0.61, 12.25, 21.96, 14.57]","[1.52, 1.2, 1.06, 0.98]","[9.78, 4.81, 6.69]","[2021, 2022, 2023, 2024, 2025]","[96521903819, 112460358280, 117951671998, 131056281150, 142648866656]","[15934149269, 18514406014, 18340862426, 20243595525, 24197478889]","[15786060470, 20316099510, 4918540280, 17263909034, 27548572641]","[16.35, 18.07, 4.17, 13.17, 19.31]","[18997592499, 24047618087, 11372537302, 30986090451, 24217985422]","[-43586687343, -19006184610, 991310934, 3348502995, -1736090510]","[-1620983976, -1821494275, -3241389757, -3073939964, -13342308185]","[-24589094844, 5041433477, 12363848236, 34334593446, 22481894912]","[88.89, 119.77, 125.42, 0.0, 0.0]","[175.41, 125.59, 143.68, 147.77, 135.94]","[2495.23, 95.19, 38.77, 47.37, 60.56]","[563.35, 645.13, 620.13, 698.26, 864.59]","[10.71, 16.51, 4.88, 11.11, 8.85]","[41.9, 44.92, 68.94, 95.52, 109.46]","[58.77, 0.0, 0.0, 0.0, 0.0]",J582,J582 소프트웨어 개발 및 공급업,6.98,45.66,19.47,1.5,-47.37,,10.0
106190,하이텍팜,KOSDAQ,111010326120,9.3,370591678.0,17.68,8.07,8.9,0.83,5,2026-08-14,"[13.14, 20.07, 18.32, 17.68]","[5.98, 9.79, 7.99, 8.07]","[7.55, 11.45, 8.78, 8.9]","[0.93, 1.24, 0.98, 0.83]","[12.28, 10.86, 11.14, 9.31]","[2021, 2022, 2023, 2024, 2025]","[73287282221, 102947209339, 76772140714, 77513117378, 70183145366]","[-412023756, 4927317429, 10088910954, 15557754205, 12856017087]","[-867936152, 4028085710, 9863947210, 17086651980, 13827639707]","[-1.18, 3.91, 12.85, 22.04, 19.7]","[6927781125, -3703006450, 2908617736, 14690929538, 17028160111]","[-1291611946, 730355827, -6755162094, -1142935707, -2577489794]","[4620729970, -390119100, -529105740, -9415889535, -9030830775]","[5636169179, -2972650623, -3846544358, 13547993831, 14450670317]","[30.94, 32.28, 26.23, 17.0, 9.97]","[100.34, 117.73, 136.37, 155.29, 217.77]","[-1.64, 11.65, 17.86, 19.3, 22.1]","[2494.81, 2012.39, 2211.45, 2152.27, 2357.91]","[-1.58, 40.47, -25.43, 0.97, -9.46]","[5.06, 5.42, 2.89, 3.46, 4.39]","[3.86, 5.88, 3.18, 1.92, 1.36]",C21,C21 의료용 물질 및 의약품,4.85,3.7,7.67,1.56,95.56,1.16,5.0
333430,일승,KOSDAQ,110923556670,8.43,2597096826.75,29.83,15.76,21.93,1.1,7,2026-08-14,"[9.99, 13.35, 21.44, 29.83]","[7.34, 5.64, 10.6, 15.76]","[10.78, 8.5, 15.06, 21.93]","[1.2, 1.71, 2.02, 1.1]","[11.13, 20.18, 13.38, 5.0]","[2021, 2022, 2023, 2024, 2025]","[41895287923, 65037011303, 52971603874, 51793219831, 50673752132]","[2849924561, 3228784445, 5293353311, 6913731124, 10863172422]","[-4609623663, 3569010803, 5896521927, 8147932635, 12775381564]","[-11.0, 5.49, 11.13, 15.73, 25.21]","[-668234877, -1692793390, 12479379627, 9736810668, 6728919161]","[-1409171831, -18076366566, 455589596, 3026226713, -10731208751]","[1004523003, 16140348628, -1136965971, 2450827760, 1974131585]","[-2077406708, -19769159956, 12934969223, 12763037381, -4002289590]","[43.86, 65.37, 46.96, 50.62, 42.11]","[174.24, 108.2, 165.44, 406.32, 327.67]","[8.41, 4.18, 4.23, 5.97, 9.96]","[909.03, 988.01, 1114.82, 1171.43, 1416.66]","[12.9, 55.24, -18.55, -2.22, -2.16]","[6.03, 4.96, 4.02, 4.87, 5.21]","[8.72, 6.25, 5.97, 10.57, 6.84]",C311,C311 선박 및 보트 건조업,3.85,8.84,21.37,40.05,361.42,,5.0
054050,NH농우바이오,KOSDAQ,110610870900,8.53,124724777.0,6.7,3.54,4.47,0.38,5,2026-08-14,"[6.58, 7.67, 8.59, 6.7]","[3.19, 3.18, 3.48, 3.54]","[4.0, 4.02, 4.41, 4.47]","[0.52, 0.42, 0.46, 0.38]","[12.98, 10.45, 10.4, 8.61]","[2021, 2022, 2023, 2024, 2025]","[132842717112, 133399761839, 135843611785, 144680224580, 158789058609]","[6823572896, 11130852379, 8944808701, 11103130280, 13641451850]","[7581388614, 10811963696, 9980395450, 13465729168, 15066014120]","[5.71, 8.1, 7.35, 9.31, 9.49]","[3857292347, 9696125352, 16330972018, 18984098165, 14929777764]","[-3234309462, -3285566123, 4314434150, -7206581497, -1810996317]","[-6211242701, 2938380938, -10384459145, -7363227523, -3978095366]","[622982885, 6410559229, 20645406168, 11777516668, 13118781447]","[27.63, 30.89, 25.51, 26.42, 26.76]","[111.35, 114.12, 148.78, 176.15, 165.95]","[0.0, 0.0, 0.0, 14.41, 20.52]","[2809.47, 2894.0, 2982.91, 3078.14, 3187.46]","[2.16, 0.42, 1.83, 6.5, 9.75]","[2.84, 2.69, 2.69, 2.87, 2.99]","[0.66, 0.59, 0.61, 0.64, 0.7]",A01,A01 농업,10.41,5.11,3.51,6.35,-21.97,,
158430,아톤,KOSDAQ,109557361700,31.08,825746004.75,16.15,3.07,4.92,0.95,5,2026-08-14,"[20.74, 22.07, 15.32, 16.15]","[7.03, 7.94, 1.5, 3.07]","[12.26, 12.27, 2.09, 4.92]","[1.26, 1.56, 1.45, 0.95]","[10.24, 12.71, 69.2, 19.28]","[2021, 2022, 2023, 2024, 2025]","[43281463183, 44743476684, 55030886112, 65423627200, 67603200088]","[9142113693, 8046838457, 11412710566, 14436928478, 10357738081]","[3104363557, 16970603399, 13892861683, 12141475004, 2158282586]","[7.17, 37.93, 25.25, 18.56, 3.19]","[0, 0, 0, 0, 0]","[-34459305535, -11022149228, -1526369397, -6151480985, -3787826034]","[28729773827, 3981072055, 6776638782, -17452122126, 2741644663]","[-34459305535, -11022149228, -1526369397, -6151480985, -3787826034]","[85.06, 68.2, 74.38, 54.5, 39.34]","[171.68, 148.34, 125.29, 141.78, 324.97]","[-903.81, 21.79, 15.28, 16.33, 10.51]","[-92.56, 725.87, 1955.86, 2253.81, 2015.95]","[49.03, 3.38, 22.99, 18.89, 3.33]","[4.75, 3.4, 4.83, 4.5, 2.91]","[141.19, 421.58, 11.11, 6.94, 7.61]",J582,J582 소프트웨어 개발 및 공급업,6.98,45.66,6.25,-11.42,92.35,,10.0
018120,진로발효,KOSDAQ,109447113600,11.06,23826483.5,12.0,9.3,11.17,1.19,4,2026-08-14,"[8.05, 11.37, 14.04, 12.0]","[7.14, 10.75, 12.25, 9.3]","[8.25, 11.85, 13.32, 11.17]","[1.35, 1.26, 1.27, 1.19]","[16.31, 10.65, 9.56, 10.64]","[2021, 2022, 2023, 2024, 2025]","[90344610305, 99586810696, 100068186172, 101456070092, 99783679254]","[11348953189, 3788872244, 8055864375, 11536816557, 14013935309]","[12384781447, 4522450270, 8488267627, 12341036553, 15395568615]","[13.71, 4.54, 8.48, 12.16, 15.43]","[8788043714, -2175819726, -594128967, 20009959311, 17937159323]","[1606312124, 661063463, 1642143708, -9389601778, -12379336465]","[-9200662691, -1328044967, -5225571506, -8687547595, -7417217650]","[10394355838, -1514756263, 1048014741, 10620357533, 5557822858]","[19.8, 22.78, 15.62, 10.18, 8.71]","[297.16, 261.4, 323.46, 625.7, 827.45]","[384.37, 274.54, 122.69, 4736.12, 0.0]","[2070.95, 1960.02, 2044.6, 2200.6, 2337.68]","[-11.3, 10.23, 0.48, 1.39, -1.65]","[6.13, 5.11, 4.61, 4.8, 4.97]","[5.0, 5.69, 4.4, 4.04, 4.72]",C111,C111 알코올음료,7.04,9.03,10.65,13.46,-16.64,,5.0
067900,와이엔텍,KOSDAQ,109379950590,3.65,157177265.0,18.72,5.56,8.06,0.29,6,2026-08-14,"[26.46, 26.62, 22.29, 18.72]","[6.62, 7.11, 6.08, 5.56]","[9.6, 10.33, 8.78, 8.06]","[0.53, 0.37, 0.35, 0.29]","[5.49, 3.56, 3.97, 3.65]","[2021, 2022, 2023, 2024, 2025]","[111788910608, 123802551618, 121396161273, 113759569571, 116995951433]","[32418072765, 33495881696, 32121342170, 30278256433, 26072672057]","[31582106093, 30784577942, 30506614892, 39724119098, 32165708224]","[28.25, 24.87, 25.13, 34.92, 27.49]","[32447802670, 33858075232, 30288118725, 38266450888, 35334524723]","[-34371252041, -10528496186, -27775847399, -44796532774, -43554524079]","[-4659807650, -16208447765, 23354468891, 12615212603, 9760558527]","[-1923449371, 23329579046, 2512271326, -6530081886, -8219999356]","[53.65, 40.7, 45.03, 45.23, 44.29]","[42.04, 68.39, 121.66, 114.6, 113.36]","[23.12, 19.18, 15.76, 31.62, 22.88]","[1876.27, 2142.49, 2479.38, 2839.75, 3162.08]","[5.43, 10.75, -1.94, -6.29, 2.84]","[12.77, 15.39, 14.34, 12.62, 13.98]","[16.03, 17.02, 16.32, 15.76, 16.91]",E382,"E37, E381,2, E39 하수 · 폐수 · 분뇨처리 및 폐기물 수집 · 운반 · 처리, 환경 정화 · 복원업",9.79,95.46,5.08,13.23,-31.0,,
052860,아이앤씨,KOSDAQ,109345146480,48.96,399521244.25,4.49,3.52,5.11,2.93,4,2026-08-14,"[2.23, -45.67, 10.98, 4.49]","[0.07, -23.38, 8.1, 3.52]","[0.11, -39.34, 12.01, 5.11]","[1.1, 1.05, 1.27, 2.93]","[1045.45, 10.61, 57.37]","[2021, 2022, 2023, 2024, 2025]","[29944561068, 39384695654, 64285596112, 23374281444, 36878556322]","[-3472645950, 2449098030, 1433685935, -10673994878, 4050146283]","[-5448675432, 1003376061, 62367104, -11991193465, 4284956489]","[-18.2, 2.55, 0.1, -51.3, 11.62]","[-3766921889, -2226394488, 5649919338, 1069969392, 8441824762]","[-1370098425, 3252510489, -2806815541, -47655450, 420423948]","[5084938146, -393896015, 3047492237, -3047933665, -3531448087]","[-5137020314, 1026116001, 2843103797, 1022313942, 8862248710]","[51.08, 47.55, 51.11, 68.27, 48.32]","[93.41, 93.07, 101.12, 66.9, 113.12]","[-17.34, 5.16, 1.94, -16.35, 7.56]","[133.71, 145.27, 141.47, 7.61, 58.72]","[30.85, 31.53, 63.22, -63.64, 57.77]","[11.1, 12.43, 24.48, 11.0, 19.4]","[3.01, 1.83, 3.09, 1.56, 2.41]",C26,"C26 전자부품, 컴퓨터, 영상, 음향 및 통신장비",6.65,7.75,4.36,-37.45,-89.93,9.3,10.0
067990,도이치모터스,KOSDAQ,109138997000,48.57,372591334.5,1.59,0.23,1.03,0.3,8,2026-08-14,"[1.95, 1.15, 1.6, 1.59]","[0.72, -0.46, 0.1, 0.23]","[2.63, -1.89, 0.45, 1.03]","[0.34, 0.33, 0.34, 0.3]","[12.77, 75.07, 28.82]","[2021, 2022, 2023, 2024, 2025]","[1703307058226, 1957078960881, 2195954335686, 2168435353922, 2549096896332]","[56357845960, 64842909912, 42771890724, 25040690515, 40785780982]","[46470631243, 50979412544, 15363439750, -9697757292, 5821679353]","[2.73, 2.6, 0.7, -0.45, 0.23]","[47598185316, 34591197162, -783758869, -81970482572, 181513816810]","[-57985115601, -58501056612, -91189104559, -100285615441, -21689077860]","[8590274710, 56462603526, 136526081642, 112270294340, -134398944638]","[-10386930285, -23909859450, -91972863428, -182256098013, 159824738950]","[218.73, 221.4, 263.68, 311.84, 336.28]","[28.05, 29.01, 34.26, 22.93, 23.37]","[2.94, 2.65, 1.08, 0.47, 0.76]","[1428.21, 1504.9, 1468.95, 1301.27, 1254.77]","[17.38, 14.9, 12.21, -1.25, 17.55]","[29.03, 29.76, 26.84, 23.83, 26.9]","[26.58, 29.66, 24.46, 14.95, 14.25]",G45,G45 자동차 및 부품 판매업,21.64,6.68,12.49,8.56,-5.99,,
073010,케이에스피,KOSDAQ,108918287500,13.76,395614592.25,12.88,5.24,9.01,1.24,8,2026-08-12,"[14.5, 16.2, 12.08, 12.88]","[16.95, 14.49, 4.55, 5.24]","[27.6, 21.42, 7.89, 9.01]","[2.56, 2.4, 2.03, 1.24]","[9.29, 11.2, 25.74, 13.77]","[2021, 2022, 2023, 2024, 2025]","[43826656221, 63668531914, 81626661943, 85265079671, 95532762605]","[2021349171, 3481311711, 11838275252, 13810410136, 11539806552]","[2266997573, 3103382585, 10084583717, 13860240070, 8212535303]","[5.17, 4.87, 12.35, 16.26, 8.6]","[1210596000, -5413126447, 2470611044, 17544632590, 2871184119]","[-800038962, -372838507, -1765945887, -17305142545, -29626991328]","[-76765372, 921259196, 4924821543, 14615349731, 18883871858]","[410557038, -5785964954, 704665157, 239490045, -26755807209]","[88.78, 77.48, 62.82, 47.8, 73.3]","[84.07, 65.01, 71.72, 117.44, 76.03]","[4.77, 6.79, 10.28, 10.85, 8.23]","[32.84, 54.68, 122.21, 225.14, 283.88]","[11.13, 45.27, 28.21, 4.46, 12.04]","[6.93, 7.91, 8.1, 8.42, 8.21]","[4.51, 4.36, 3.2, 2.91, 3.12]",C291,C291 일반 목적용 기계,5.13,6.64,15.49,32.49,28.59,1.0,5.0
475230,엔알비,KOSDAQ,108768856340,19.38,1088197026.5,8.46,2.7,6.14,1.13,5,2026-08-14,"[11.77, 7.56, 8.46]","[0.0, 0.0, 2.7]","[0.0, 0.0, 6.14]","[1.88, 1.13]",[18.32],"[2024, 2025]","[52801303324, 59481544678]","[6216006878, 4499216922]","[984687630, -2164797375]","[1.86, -3.64]","[20053871832, 3007144561]","[-25712959575, -38615504860]","[-5084455505, 43214687563]","[-5659087743, -35608360299]","[241.78, 104.98]","[18.84, 41.71]","[0.0, 0.0]","[809.58, 1472.23]","[0.0, 12.65]","[0.0, 0.0]","[0.0, 0.0]",C25,C25 금속가공제품(기계 및 가구 제외),5.43,7.91,6.38,63.99,70.62,,5.0
402490,그린리소스,KOSDAQ,108554740970,12.07,711142677.5,7.8,5.01,10.29,1.23,3,2026-08-14,"[19.81, 5.79, 5.91, 7.8]","[3.65, 2.15, 7.16, 5.01]","[5.09, 3.91, 14.62, 10.29]","[5.44, 2.46, 1.94, 1.23]","[106.96, 62.94, 13.29, 11.98]","[2022, 2023, 2024, 2025]","[25084703170, 16501343055, 18498939484, 102155379135]","[3730726683, 3268355911, 1071726412, 6032761230]","[4077930988, 3406331577, 1606889352, 10592940780]","[16.26, 20.64, 8.69, 10.37]","[4136285514, 2147482035, -3135980598, -17941524218]","[-4061337387, -37145489199, -17156540678, -1133585066]","[-744120971, 34681430342, 21939957265, 18729175170]","[74948127, -34998007164, -20292521276, -19075109284]","[65.56, 39.52, 81.72, 104.21]","[70.48, 195.85, 56.46, 79.87]","[66.65, 14.16, 2.4, 15.55]","[536.43, 1138.56, 1216.01, 682.4]","[0.0, -34.22, 12.11, 452.22]","[9.07, 7.12, 6.0, 6.44]","[22.42, 10.93, 3.77, 20.14]",C26,"C26 전자부품, 컴퓨터, 영상, 음향 및 통신장비",6.65,7.75,6.96,-44.01,-60.98,,10.0
047310,파워로직스,KOSDAQ,108367834800,12.76,320839967.25,2.06,2.29,4.04,0.5,9,2026-08-14,"[2.02, 0.33, -0.93, 2.06]","[4.19, 2.97, -3.37, 2.29]","[8.35, 5.67, -6.23, 4.04]","[1.26, 1.01, 0.78, 0.5]","[15.13, 17.83, 12.32]","[2021, 2022, 2023, 2024, 2025]","[908324009919, 743873288849, 773181124037, 733444024609, 686534652866]","[-14082275639, -39144784838, 15579853751, 2421533753, -6367044445]","[-8054232713, -50569106691, 18597973096, 15058519337, -17737858225]","[-0.89, -6.8, 2.41, 2.05, -2.58]","[17376239628, 23480217481, 40882016091, -5066475407, 16636241893]","[-27661701637, -19327975396, -18303098429, -16461748436, -19197964672]","[20195087766, -11906159150, 7088513531, 4917894268, -11565232131]","[-10285462009, 4152242085, 22578917662, -21528223843, -2561722779]","[110.04, 86.0, 99.4, 91.1, 84.58]","[65.69, 68.93, 93.24, 82.71, 83.33]","[-12.84, -20.82, 6.48, 0.84, -2.91]","[1100.47, 838.27, 944.29, 1020.72, 954.12]","[-2.04, -18.1, 3.94, -5.14, -6.4]","[11.11, 10.3, 9.33, 6.7, 7.02]","[10.07, 8.17, 9.86, 7.31, 6.0]",C281,"C281 전동기, 발전기 및 전기변환 · 공급 · 제어 장치",5.01,6.83,4.95,20.86,-177.57,5277982.31,5.0
297090,씨에스베어링,KOSDAQ,108125550000,7.85,307655566.25,9.3,8.05,12.24,0.96,5,2026-08-14,"[0.07, 2.0, 8.79, 9.3]","[-1.07, 1.69, 7.27, 8.05]","[-1.88, 2.67, 11.12, 12.24]","[3.5, 1.27, 1.63, 0.96]","[47.57, 14.66, 7.86]","[2021, 2022, 2023, 2024, 2025]","[95558016880, 49006656971, 76607854875, 105410424602, 126148072662]","[499117927, -8827162718, 57074357, 2109689073, 11086289238]","[-221824172, -18598886165, -2331088065, 4885028074, 10018861806]","[-0.23, -37.95, -3.04, 4.63, 7.94]","[8304272738, -2132121886, -2534983660, 2023348092, 7589135337]","[-18541477827, -11683066376, -4440144963, 19784345203, -7424994909]","[4289451234, 36731082012, -1946380744, -31659132148, 2753292263]","[-10237205089, -13815188262, -6975128623, 21807693295, 164140428]","[143.99, 78.93, 74.85, 57.75, 53.08]","[51.8, 81.43, 93.87, 97.33, 117.97]","[0.0, -5.35, 0.01, 0.0, 0.0]","[1109.9, 562.22, 552.07, 575.21, 657.6]","[-7.69, -48.72, 56.32, 37.6, 19.67]","[3.85, 2.92, 6.95, 4.49, 3.31]","[4.41, 1.99, 2.29, 2.95, 3.38]",C291,C291 일반 목적용 기계,5.13,6.64,9.48,18.22,23.35,,5.0
017510,세명전기,KOSDAQ,108094140000,8.65,2377338134.5,39.59,11.42,13.25,1.15,6,2026-08-12,"[11.42, 20.99, 45.82, 39.59]","[1.57, 5.3, 11.95, 11.42]","[1.74, 5.96, 14.16, 13.25]","[0.57, 0.88, 1.49, 1.15]","[32.85, 14.84, 10.5, 8.64]","[2021, 2022, 2023, 2024, 2025]","[15029594450, 13966161594, 11835001413, 14431484950, 32333208200]","[1616527636, 1022697460, 1351879736, 3029673182, 14815685792]","[2659997368, 2242123147, 1421026669, 5614944965, 16088009521]","[17.7, 16.05, 12.01, 38.91, 49.76]","[7857438264, -3029216480, -5093115891, 15488244626, 12171972761]","[-4051268448, -5479400653, 1565803510, -6288000695, -14799803424]","[-1120859068, -1071166812, -1054220000, -1060220000, -1224680000]","[3806169816, -8508617133, -3527312381, 9200243931, -2627830663]","[12.38, 11.06, 11.16, 12.57, 18.48]","[1340.97, 1040.89, 770.03, 521.61, 192.16]","[0.0, 0.0, 22543.73, -12436.78, 0.0]","[866.69, 882.26, 885.4, 930.25, 1081.69]","[5.02, -7.08, -15.26, 21.94, 124.05]","[11.38, 15.71, 6.88, 9.29, 37.07]","[2.33, 2.67, 2.2, 1.68, 2.21]",C25,C25 금속가공제품(기계 및 가구 제외),5.43,7.91,13.23,14.17,-9.9,2.7,5.0
051360,토비스,KOSDAQ,108083098280,3.27,642460153.0,8.57,9.21,16.84,0.33,7,2026-08-14,"[5.73, 9.36, 8.93, 8.57]","[2.64, 11.61, 8.02, 9.21]","[6.07, 23.17, 14.65, 16.84]","[0.46, 0.45, 0.31, 0.33]","[7.63, 1.95, 2.1, 1.96]","[2021, 2022, 2023, 2024, 2025]","[263392928228, 328219116598, 447392253958, 623780683541, 640328783001]","[-880851093, 7039753536, 25655751176, 58371879127, 57190661866]","[4552488873, -2325945640, 15687209146, 75293862806, 53220564042]","[1.73, -0.71, 3.51, 12.07, 8.31]","[-5813321876, -5412141278, 34869918251, 60990295824, 53458195938]","[-45846074164, -65614748456, -44161346168, 11152105121, -21194143025]","[52272446960, 54706657339, 15567112900, -54514494660, -15178077532]","[-51659396040, -71026889734, -9291427917, 72142400945, 32264052913]","[85.6, 109.91, 130.07, 99.64, 82.82]","[74.48, 75.06, 66.14, 80.52, 84.98]","[-0.61, 1.82, 3.38, 7.06, 9.69]","[1766.3, 1659.43, 1762.37, 2405.02, 2821.88]","[-3.43, 24.61, 36.31, 39.43, 2.65]","[5.16, 5.58, 6.09, 6.07, 5.8]","[2.62, 2.67, 3.22, 4.24, 4.13]",C26,"C26 전자부품, 컴퓨터, 영상, 음향 및 통신장비",6.65,7.75,11.83,13.07,-13.74,5.4,10.0
100700,세운메디칼,KOSDAQ,107748000000,7.76,992949651.0,21.54,8.59,9.06,0.67,8,2026-08-14,"[24.79, 18.91, 19.95, 21.54]","[10.55, 8.02, 7.44, 8.59]","[11.24, 8.44, 7.9, 9.06]","[0.91, 0.72, 0.69, 0.67]","[8.1, 8.59, 8.75, 7.43]","[2021, 2022, 2023, 2024, 2025]","[62579463507, 60116115365, 68246934042, 60150954758, 63656938818]","[15386395959, 12187019080, 16920173786, 11376806206, 12700763051]","[16626270066, 13628699124, 19298233620, 15621345544, 14901886735]","[26.57, 22.67, 28.28, 25.97, 23.41]","[21468763634, 9278514562, 23076350658, 13185647055, 17773229960]","[-9176778779, -19821230738, 23642311219, -349149220, -1324421086]","[-2440045176, -2462477940, -2893333588, -3285000914, -5837552298]","[12291984855, -10542716176, 46718661877, 12836497835, 16448808874]","[7.59, 5.96, 6.48, 5.22, 6.13]","[808.61, 1095.64, 1089.97, 1428.78, 1266.35]","[0.0, 0.0, 0.0, 310.62, 357.55]","[2516.37, 2704.54, 2986.72, 3195.21, 3407.88]","[-1.8, -3.94, 13.53, -11.86, 5.83]","[4.98, 4.76, 5.25, 4.75, 4.97]","[2.11, 2.16, 2.28, 2.07, 2.22]",C21,C21 의료용 물질 및 의약품,4.85,3.7,13.89,13.02,41.22,1.07,5.0
037350,성도이엔지,KOSDAQ,107686800000,4.98,986787501.5,6.39,3.25,7.3,0.36,6,2026-08-14,"[1.81, 2.73, 7.76, 6.39]","[0.72, 2.3, 4.68, 3.25]","[1.77, 6.31, 10.27, 7.3]","[0.24, 0.31, 0.33, 0.36]","[13.49, 4.87, 3.25, 4.93]","[2021, 2022, 2023, 2024, 2025]","[555617543445, 705803485232, 678599013645, 999611416620, 743406393090]","[16883775550, -4985258685, 12314577967, 27296131094, 57697884783]","[26985631203, 1015507372, 9369306463, 21211164854, 41041196767]","[4.86, 0.14, 1.38, 2.12, 5.52]","[30432749072, 2080712438, 40907019915, 40613483602, 44358000913]","[-2499041675, 11846221376, -130150457619, 10488859691, -29449928224]","[-22976725251, -5217637374, 98841673170, -41284327776, 1067081763]","[27933707397, 13926933814, -89243437704, 51102343293, 14908072689]","[73.32, 95.78, 146.94, 174.75, 119.63]","[187.61, 126.16, 133.31, 80.7, 83.46]","[28.65, -10.53, 3.89, 3.96, 10.81]","[3150.29, 3174.48, 3205.32, 2897.24, 3239.02]","[3.37, 27.03, -3.85, 47.31, -25.63]","[10.7, 7.8, 5.61, 15.46, 0.0]","[993.71, 19.87, 9.18, 12.97, 9.91]",M72,"M72 건축기술, 엔지니어링 및 기타 과학기술 서비스업",6.39,11.97,11.03,-13.22,-59.83,,
039340,한국경제TV,KOSDAQ,107580000000,19.64,61858268.25,1.23,3.22,3.73,0.72,7,2026-08-14,"[5.67, 1.42, -3.13, 1.23]","[5.32, 4.92, 1.67, 3.22]","[6.12, 5.59, 1.89, 3.73]","[0.74, 0.92, 0.83, 0.72]","[12.14, 16.4, 43.83, 19.32]","[2021, 2022, 2023, 2024, 2025]","[119420811691, 88585591308, 82309037647, 79506478767, 75910005501]","[26534790009, 8435826362, 4663688185, 1130184199, -2375020915]","[32653310346, 15305334459, 12329052731, 9216846820, 2872035153]","[27.34, 17.28, 14.98, 11.59, 3.78]","[22274581443, -279488390, 11110640122, 6679226526, 4629520514]","[-9260394522, -22530674412, 8826111771, 8821632252, 9999690927]","[-8051441249, 7235655724, -4835043159, -31849669674, -9767485219]","[13014186921, -22810162802, 19936751893, 15500858778, 14629211441]","[23.1, 15.96, 14.92, 13.55, 13.15]","[347.82, 663.27, 700.65, 298.36, 293.01]","[133.39, 18.47, 9.96, 2.83, -5.47]","[1303.32, 1409.37, 1469.68, 1517.64, 1494.63]","[25.87, -25.82, -7.09, -3.4, -4.52]","[18.3, 12.5, 10.42, 10.26, 10.75]","[0.0, 0.0, 0.0, 0.0, 0.0]",J60,J60 방송 및 영상 · 오디오물 제공 서비스업,5.28,76.63,0.76,48.0,200.34,,
